date,city,weather_condition,temperature,humidity
2024-03-09,Lucknow,Fog,20,89
2024-03-09,Patna,Clear,27,69
2024-03-09,Indore,Clear,24,57
2024-03-10,Bangalore,Rain,33,62
2024-03-10,Hyderabad,Storm,37,63
2024-03-10,Chennai,Fog,29,88
2024-03-10,Mumbai,Rain,26,94
2024-03-10,Pune,Clear,28,44
2024-03-10,Delhi,Rain,20,49
2024-03-10,Jaipur,Fog,21,67
2024-03-10,Lucknow,Clear,31,79
2024-03-10,Patna,Rain,35,54
2024-03-10,Indore,Fog,28,43
2024-03-11,Bangalore,Rain,39,79
2024-03-11,Hyderabad,Clear,34,86
2024-03-11,Chennai,Clear,33,67
2024-03-11,Mumbai,Clear,33,54
2024-03-11,Pune,Rain,24,95
2024-03-11,Delhi,Storm,36,81
2024-03-11,Jaipur,Clear,30,60
2024-03-11,Lucknow,Storm,25,92
2024-03-11,Patna,Clear,27,84
2024-03-11,Indore,Storm,21,55
2024-03-12,Bangalore,Clear,23,41
2024-03-12,Hyderabad,Storm,32,71
2024-03-12,Chennai,Fog,31,67
2024-03-12,Mumbai,Storm,39,44
2024-03-12,Pune,Storm,34,77
2024-03-12,Delhi,Storm,31,58
2024-03-12,Jaipur,Fog,25,55
2024-03-12,Lucknow,Storm,35,93
2024-03-12,Patna,Clear,24,93
2024-03-12,Indore,Storm,34,67
2024-03-13,Bangalore,Clear,23,42
2024-03-13,Hyderabad,Clear,23,91
2024-03-13,Chennai,Clear,21,53
2024-03-13,Mumbai,Clear,33,75
2024-03-13,Pune,Rain,23,68
2024-03-13,Delhi,Fog,28,88
2024-03-13,Jaipur,Clear,35,50
2024-03-13,Lucknow,Fog,36,42
2024-03-13,Patna,Clear,36,46
2024-03-13,Indore,Storm,34,46
2024-03-14,Bangalore,Rain,38,41
2024-03-14,Hyderabad,Clear,30,85
2024-03-14,Chennai,Clear,34,45
2024-03-14,Mumbai,Rain,36,42
2024-03-14,Pune,Fog,34,46
2024-03-14,Delhi,Rain,21,69
2024-03-14,Jaipur,Rain,30,45
2024-03-14,Lucknow,Clear,29,63
2024-03-14,Patna,Storm,35,59
2024-03-14,Indore,Rain,32,51
2024-03-15,Bangalore,Clear,26,41
2024-03-15,Hyderabad,Clear,38,67
2024-03-15,Chennai,Rain,31,74
2024-03-15,Mumbai,Storm,34,67
2024-03-15,Pune,Fog,39,56
2024-03-15,Delhi,Fog,20,53
2024-03-15,Jaipur,Clear,37,40
2024-03-15,Lucknow,Storm,26,82
2024-03-15,Patna,Rain,39,65
2024-03-15,Indore,Rain,34,56
2024-03-16,Bangalore,Fog,32,67
2024-03-16,Hyderabad,Rain,22,62
2024-03-16,Chennai,Clear,36,55
2024-03-16,Mumbai,Rain,35,41
2024-03-16,Pune,Clear,21,57
2024-03-16,Delhi,Fog,33,67
2024-03-16,Jaipur,Clear,29,61
2024-03-16,Lucknow,Clear,22,90
2024-03-16,Patna,Clear,21,68
2024-03-16,Indore,Fog,34,47
2024-03-17,Bangalore,Storm,21,41
2024-03-17,Hyderabad,Storm,38,55
2024-03-17,Chennai,Clear,38,88
2024-03-17,Mumbai,Storm,38,40
2024-03-17,Pune,Storm,27,82
2024-03-17,Delhi,Clear,30,90
2024-03-17,Jaipur,Rain,21,56
2024-03-17,Lucknow,Clear,38,59
2024-03-17,Patna,Fog,32,90
2024-03-17,Indore,Fog,40,54
2024-03-18,Bangalore,Clear,26,69
2024-03-18,Hyderabad,Fog,23,92
2024-03-18,Chennai,Fog,32,78
2024-03-18,Mumbai,Storm,23,66
2024-03-18,Pune,Fog,23,49
2024-03-18,Delhi,Rain,35,58
2024-03-18,Jaipur,Clear,35,70
2024-03-18,Lucknow,Storm,27,54
2024-03-18,Patna,Rain,30,67
2024-03-18,Indore,Rain,26,87
2024-03-19,Bangalore,Storm,38,76
2024-03-19,Hyderabad,Clear,39,68
2024-03-19,Chennai,Clear,22,85
2024-03-19,Mumbai,Storm,25,67
2024-03-19,Pune,Rain,20,53
2024-03-19,Delhi,Fog,21,72
2024-03-19,Jaipur,Fog,37,94
2024-03-19,Lucknow,Rain,23,45
2024-03-19,Patna,Fog,21,93
2024-03-19,Indore,Rain,20,80
2024-03-20,Bangalore,Storm,23,94
2024-03-20,Hyderabad,Clear,27,63
2024-03-20,Chennai,Fog,24,47
2024-03-20,Mumbai,Clear,34,41
2024-03-20,Pune,Storm,36,41
2024-03-20,Delhi,Clear,37,65
2024-03-20,Jaipur,Storm,29,74
2024-03-20,Lucknow,Rain,25,88
2024-03-20,Patna,Clear,34,62
2024-03-20,Indore,Rain,38,68
2024-03-21,Bangalore,Storm,34,40
2024-03-21,Hyderabad,Rain,21,91
2024-03-21,Chennai,Clear,28,74
2024-03-21,Mumbai,Clear,33,70
2024-03-21,Pune,Storm,35,82
2024-03-21,Delhi,Clear,25,93
2024-03-21,Jaipur,Rain,32,76
2024-03-21,Lucknow,Clear,29,78
2024-03-21,Patna,Fog,22,88
2024-03-21,Indore,Clear,25,72
2024-03-22,Bangalore,Fog,38,57
2024-03-22,Hyderabad,Rain,39,82
2024-03-22,Chennai,Fog,37,72
2024-03-22,Mumbai,Rain,34,86
2024-03-22,Pune,Fog,38,82
2024-03-22,Delhi,Fog,40,43
2024-03-22,Jaipur,Storm,21,77
2024-03-22,Lucknow,Storm,27,85
2024-03-22,Patna,Clear,28,90
2024-03-22,Indore,Clear,38,67
2024-03-23,Bangalore,Clear,31,67
2024-03-23,Hyderabad,Clear,35,75
2024-03-23,Chennai,Rain,25,71
2024-03-23,Mumbai,Storm,37,75
2024-03-23,Pune,Rain,30,86
2024-03-23,Delhi,Fog,31,46
2024-03-23,Jaipur,Fog,38,91
2024-03-23,Lucknow,Fog,25,58
2024-03-23,Patna,Clear,39,66
2024-03-23,Indore,Storm,39,64
2024-03-24,Bangalore,Fog,37,55
2024-03-24,Hyderabad,Storm,39,67
2024-03-24,Chennai,Clear,28,68
2024-03-24,Mumbai,Storm,24,44
2024-03-24,Pune,Fog,20,49
2024-03-24,Delhi,Storm,23,64
2024-03-24,Jaipur,Rain,25,62
2024-03-24,Lucknow,Rain,40,66
2024-03-24,Patna,Storm,37,74
2024-03-24,Indore,Rain,20,72
2024-03-25,Bangalore,Rain,28,74
2024-03-25,Hyderabad,Fog,37,84
2024-03-25,Chennai,Rain,39,42
2024-03-25,Mumbai,Fog,24,56
2024-03-25,Pune,Fog,35,49
2024-03-25,Delhi,Fog,39,76
2024-03-25,Jaipur,Clear,33,41
2024-03-25,Lucknow,Clear,22,59
2024-03-25,Patna,Clear,26,93
2024-03-25,Indore,Clear,38,88
2024-03-26,Bangalore,Rain,31,82
2024-03-26,Hyderabad,Rain,26,85
2024-03-26,Chennai,Fog,23,54
2024-03-26,Mumbai,Rain,35,86
2024-03-26,Pune,Fog,20,61
2024-03-26,Delhi,Rain,27,42
2024-03-26,Jaipur,Storm,30,75
2024-03-26,Lucknow,Clear,32,61
2024-03-26,Patna,Clear,25,63
2024-03-26,Indore,Storm,29,71
2024-03-27,Bangalore,Rain,28,47
2024-03-27,Hyderabad,Clear,33,60
2024-03-27,Chennai,Clear,26,84
2024-03-27,Mumbai,Storm,28,41
2024-03-27,Pune,Fog,32,94
2024-03-27,Delhi,Clear,35,88
2024-03-27,Jaipur,Fog,22,89
2024-03-27,Lucknow,Rain,28,78
2024-03-27,Patna,Clear,37,74
2024-03-27,Indore,Clear,32,69
2024-03-28,Bangalore,Rain,23,57
2024-03-28,Hyderabad,Clear,34,57
2024-03-28,Chennai,Fog,36,94
2024-03-28,Mumbai,Clear,27,93
2024-03-28,Pune,Storm,39,51
2024-03-28,Delhi,Fog,40,64
2024-03-28,Jaipur,Storm,37,67
2024-03-28,Lucknow,Rain,38,65
2024-03-28,Patna,Fog,29,72
2024-03-28,Indore,Fog,38,59
2024-03-29,Bangalore,Clear,30,61
2024-03-29,Hyderabad,Storm,30,91
2024-03-29,Chennai,Clear,23,47
2024-03-29,Mumbai,Rain,39,83
2024-03-29,Pune,Rain,21,94
2024-03-29,Delhi,Fog,31,55
2024-03-29,Jaipur,Fog,21,62
2024-03-29,Lucknow,Clear,22,70
2024-03-29,Patna,Clear,33,83
2024-03-29,Indore,Clear,27,93
2024-03-30,Bangalore,Fog,26,66
2024-03-30,Hyderabad,Storm,27,66
2024-03-30,Chennai,Rain,23,72
2024-03-30,Mumbai,Storm,30,63
2024-03-30,Pune,Clear,32,71
2024-03-30,Delhi,Clear,21,41
2024-03-30,Jaipur,Storm,24,59
2024-03-30,Lucknow,Storm,25,43
2024-03-30,Patna,Storm,32,64
2024-03-30,Indore,Storm,37,79
2024-03-31,Bangalore,Fog,33,71
2024-03-31,Hyderabad,Fog,21,60
2024-03-31,Chennai,Fog,28,50
2024-03-31,Mumbai,Clear,29,60
2024-03-31,Pune,Fog,31,71
2024-03-31,Delhi,Fog,30,74
2024-03-31,Jaipur,Clear,38,68
2024-03-31,Lucknow,Storm,30,54
2024-03-31,Patna,Rain,36,91
2024-03-31,Indore,Clear,33,48
2024-04-01,Bangalore,Rain,31,56
2024-04-01,Hyderabad,Fog,32,90
2024-04-01,Chennai,Rain,40,51
2024-04-01,Mumbai,Fog,30,84
2024-04-01,Pune,Storm,21,46
2024-04-01,Delhi,Fog,40,61
2024-04-01,Jaipur,Storm,27,43
2024-04-01,Lucknow,Clear,33,50
2024-04-01,Patna,Rain,23,51
2024-04-01,Indore,Rain,29,51
2024-04-02,Bangalore,Fog,33,70
2024-04-02,Hyderabad,Fog,29,65
2024-04-02,Chennai,Rain,30,79
2024-04-02,Mumbai,Clear,32,41
2024-04-02,Pune,Clear,22,51
2024-04-02,Delhi,Storm,23,45
2024-04-02,Jaipur,Storm,36,92
2024-04-02,Lucknow,Storm,37,91
2024-04-02,Patna,Fog,21,40
2024-04-02,Indore,Clear,23,70
2024-04-03,Bangalore,Fog,35,85
2024-04-03,Hyderabad,Fog,37,48
2024-04-03,Chennai,Rain,22,51
2024-04-03,Mumbai,Storm,34,90
2024-04-03,Pune,Clear,28,68
2024-04-03,Delhi,Rain,33,90
2024-04-03,Jaipur,Storm,25,80
2024-04-03,Lucknow,Fog,22,49
2024-04-03,Patna,Clear,25,43
2024-04-03,Indore,Rain,36,56
2024-04-04,Bangalore,Rain,35,61
2024-04-04,Hyderabad,Rain,33,62
2024-04-04,Chennai,Fog,37,43
2024-04-04,Mumbai,Fog,37,62
2024-04-04,Pune,Rain,31,56
2024-04-04,Delhi,Rain,29,48
2024-04-04,Jaipur,Clear,37,84
2024-04-04,Lucknow,Rain,36,60
2024-04-04,Patna,Storm,31,91
2024-04-04,Indore,Storm,21,42
2024-04-05,Bangalore,Fog,28,59
2024-04-05,Hyderabad,Storm,29,81
2024-04-05,Chennai,Fog,30,87
2024-04-05,Mumbai,Rain,26,94
2024-04-05,Pune,Clear,23,48
2024-04-05,Delhi,Rain,24,85
2024-04-05,Jaipur,Fog,29,89
2024-04-05,Lucknow,Fog,39,86
2024-04-05,Patna,Clear,34,68
2024-04-05,Indore,Fog,26,55
2024-04-06,Bangalore,Storm,40,81
2024-04-06,Hyderabad,Rain,35,50
2024-04-06,Chennai,Clear,26,95
2024-04-06,Mumbai,Fog,25,92
2024-04-06,Pune,Clear,35,62
2024-04-06,Delhi,Clear,40,74
2024-04-06,Jaipur,Clear,22,78
2024-04-06,Lucknow,Fog,27,92
2024-04-06,Patna,Clear,28,61
2024-04-06,Indore,Rain,21,64
2024-04-07,Bangalore,Rain,30,86
2024-04-07,Hyderabad,Rain,28,79
2024-04-07,Chennai,Rain,30,94
2024-04-07,Mumbai,Rain,29,40
2024-04-07,Pune,Clear,40,87
2024-04-07,Delhi,Clear,36,44
2024-04-07,Jaipur,Fog,34,70
2024-04-07,Lucknow,Storm,36,44
2024-04-07,Patna,Fog,31,51
2024-04-07,Indore,Storm,28,56
2024-04-08,Bangalore,Storm,28,56
2024-04-08,Hyderabad,Fog,21,92
2024-04-08,Chennai,Rain,37,63
2024-04-08,Mumbai,Clear,35,78
2024-04-08,Pune,Rain,34,85
2024-04-08,Delhi,Clear,20,81
2024-04-08,Jaipur,Storm,27,81
2024-04-08,Lucknow,Clear,24,74
2024-04-08,Patna,Fog,36,72
2024-04-08,Indore,Storm,37,87
2024-04-09,Bangalore,Fog,39,76
2024-04-09,Hyderabad,Fog,38,73
2024-04-09,Chennai,Rain,39,43
2024-04-09,Mumbai,Storm,30,70
2024-04-09,Pune,Rain,35,46
2024-04-09,Delhi,Storm,34,83
2024-04-09,Jaipur,Rain,28,64
2024-04-09,Lucknow,Rain,21,91
2024-04-09,Patna,Clear,39,74
2024-04-09,Indore,Fog,28,51
2024-04-10,Bangalore,Storm,24,53
2024-04-10,Hyderabad,Rain,38,68
2024-04-10,Chennai,Rain,36,55
2024-04-10,Mumbai,Rain,38,90
2024-04-10,Pune,Clear,24,47
2024-04-10,Delhi,Fog,20,65
2024-04-10,Jaipur,Rain,38,53
2024-04-10,Lucknow,Rain,36,95
2024-04-10,Patna,Clear,38,75
2024-04-10,Indore,Rain,25,49
2024-04-11,Bangalore,Clear,21,92
2024-04-11,Hyderabad,Clear,20,51
2024-04-11,Chennai,Rain,25,40
2024-04-11,Mumbai,Clear,22,84
2024-04-11,Pune,Fog,34,67
2024-04-11,Delhi,Fog,23,42
2024-04-11,Jaipur,Clear,36,93
2024-04-11,Lucknow,Fog,32,47
2024-04-11,Patna,Clear,37,45
2024-04-11,Indore,Storm,26,63
2024-04-12,Bangalore,Fog,22,58
2024-04-12,Hyderabad,Clear,27,75
2024-04-12,Chennai,Storm,30,81
2024-04-12,Mumbai,Rain,40,45
2024-04-12,Pune,Clear,35,57
2024-04-12,Delhi,Fog,37,81
2024-04-12,Jaipur,Rain,26,60
2024-04-12,Lucknow,Storm,33,95
2024-04-12,Patna,Storm,23,42
2024-04-12,Indore,Clear,26,86
2024-04-13,Bangalore,Clear,34,93
2024-04-13,Hyderabad,Fog,25,40
2024-04-13,Chennai,Storm,28,61
2024-04-13,Mumbai,Fog,34,93
2024-04-13,Pune,Clear,30,41
2024-04-13,Delhi,Clear,33,67
2024-04-13,Jaipur,Fog,33,57
2024-04-13,Lucknow,Clear,22,40
2024-04-13,Patna,Fog,31,59
2024-04-13,Indore,Clear,22,85
2024-04-14,Bangalore,Rain,29,40
2024-04-14,Hyderabad,Fog,37,60
2024-04-14,Chennai,Clear,32,79
2024-04-14,Mumbai,Storm,39,70
2024-04-14,Pune,Clear,36,79
2024-04-14,Delhi,Clear,31,89
2024-04-14,Jaipur,Rain,33,66
2024-04-14,Lucknow,Rain,29,75
2024-04-14,Patna,Rain,32,74
2024-04-14,Indore,Fog,25,64
2024-04-15,Bangalore,Fog,20,73
2024-04-15,Hyderabad,Rain,37,67
2024-04-15,Chennai,Clear,35,73
2024-04-15,Mumbai,Fog,39,44
2024-04-15,Pune,Storm,20,63
2024-04-15,Delhi,Fog,25,63
2024-04-15,Jaipur,Fog,22,76
2024-04-15,Lucknow,Fog,32,41
2024-04-15,Patna,Rain,24,41
2024-04-15,Indore,Clear,24,67
2024-04-16,Bangalore,Storm,34,94
2024-04-16,Hyderabad,Rain,32,40
2024-04-16,Chennai,Storm,22,75
2024-04-16,Mumbai,Clear,38,63
2024-04-16,Pune,Rain,22,90
2024-04-16,Delhi,Fog,31,61
2024-04-16,Jaipur,Storm,23,69
2024-04-16,Lucknow,Fog,34,58
2024-04-16,Patna,Clear,24,71
2024-04-16,Indore,Storm,32,78
2024-04-17,Bangalore,Rain,22,46
2024-04-17,Hyderabad,Rain,28,45
2024-04-17,Chennai,Fog,24,67
2024-04-17,Mumbai,Storm,25,50
2024-04-17,Pune,Rain,39,70
2024-04-17,Delhi,Storm,36,77
2024-04-17,Jaipur,Clear,34,43
2024-04-17,Lucknow,Storm,31,57
2024-04-17,Patna,Rain,23,92
2024-04-17,Indore,Storm,29,63
2024-04-18,Bangalore,Fog,21,60
2024-04-18,Hyderabad,Fog,36,48
2024-04-18,Chennai,Clear,38,49
2024-04-18,Mumbai,Rain,31,71
2024-04-18,Pune,Clear,38,41
2024-04-18,Delhi,Clear,22,80
2024-04-18,Jaipur,Fog,27,85
2024-04-18,Lucknow,Storm,33,57
2024-04-18,Patna,Clear,34,50
2024-04-18,Indore,Rain,24,57
2024-04-19,Bangalore,Fog,25,72
2024-04-19,Hyderabad,Rain,37,79
2024-04-19,Chennai,Storm,28,40
2024-04-19,Mumbai,Clear,22,71
2024-04-19,Pune,Rain,25,84
2024-04-19,Delhi,Storm,34,55
2024-04-19,Jaipur,Clear,24,66
2024-04-19,Lucknow,Clear,32,74
2024-04-19,Patna,Storm,20,70
2024-04-19,Indore,Clear,21,90
2024-04-20,Bangalore,Storm,37,81
2024-04-20,Hyderabad,Clear,22,47
2024-04-20,Chennai,Storm,20,79
2024-04-20,Mumbai,Rain,34,91
2024-04-20,Pune,Clear,22,60
2024-04-20,Delhi,Rain,33,45
2024-04-20,Jaipur,Clear,31,54
2024-04-20,Lucknow,Fog,21,92
2024-04-20,Patna,Rain,26,42
2024-04-20,Indore,Clear,34,44
2024-04-21,Bangalore,Fog,38,60
2024-04-21,Hyderabad,Clear,20,70
2024-04-21,Chennai,Storm,40,45
2024-04-21,Mumbai,Storm,37,85
2024-04-21,Pune,Storm,29,54
2024-04-21,Delhi,Rain,38,73
2024-04-21,Jaipur,Fog,33,77
2024-04-21,Lucknow,Rain,33,62
2024-04-21,Patna,Rain,39,56
2024-04-21,Indore,Storm,35,89
2024-04-22,Bangalore,Clear,33,93
2024-04-22,Hyderabad,Clear,39,90
2024-04-22,Chennai,Rain,35,52
2024-04-22,Mumbai,Storm,37,45
2024-04-22,Pune,Rain,22,42
2024-04-22,Delhi,Storm,30,42
2024-04-22,Jaipur,Rain,31,89
2024-04-22,Lucknow,Fog,27,83
2024-04-22,Patna,Rain,22,69
2024-04-22,Indore,Storm,26,90
2024-04-23,Bangalore,Storm,34,56
2024-04-23,Hyderabad,Rain,30,95
2024-04-23,Chennai,Rain,33,73
2024-04-23,Mumbai,Clear,32,95
2024-04-23,Pune,Storm,37,67
2024-04-23,Delhi,Clear,33,68
2024-04-23,Jaipur,Rain,38,75
2024-04-23,Lucknow,Rain,28,59
2024-04-23,Patna,Rain,37,59
2024-04-23,Indore,Rain,30,91
2024-04-24,Bangalore,Rain,32,91
2024-04-24,Hyderabad,Storm,32,48
2024-04-24,Chennai,Clear,30,61
2024-04-24,Mumbai,Clear,34,92
2024-04-24,Pune,Fog,28,85
2024-04-24,Delhi,Clear,32,63
2024-04-24,Jaipur,Fog,39,61
2024-04-24,Lucknow,Storm,22,63
2024-04-24,Patna,Fog,25,53
2024-04-24,Indore,Rain,20,78
2024-04-25,Bangalore,Clear,37,61
2024-04-25,Hyderabad,Storm,23,42
2024-04-25,Chennai,Fog,40,84
2024-04-25,Mumbai,Storm,20,82
2024-04-25,Pune,Clear,27,46
2024-04-25,Delhi,Clear,23,69
2024-04-25,Jaipur,Fog,23,78
2024-04-25,Lucknow,Clear,24,61
2024-04-25,Patna,Storm,34,83
2024-04-25,Indore,Fog,21,83
2024-04-26,Bangalore,Rain,25,80
2024-04-26,Hyderabad,Clear,32,85
2024-04-26,Chennai,Storm,27,60
2024-04-26,Mumbai,Storm,22,83
2024-04-26,Pune,Rain,20,45
2024-04-26,Delhi,Rain,25,68
2024-04-26,Jaipur,Storm,38,62
2024-04-26,Lucknow,Clear,20,50
2024-04-26,Patna,Fog,21,45
2024-04-26,Indore,Storm,23,61
2024-04-27,Bangalore,Rain,25,62
2024-04-27,Hyderabad,Storm,34,80
2024-04-27,Chennai,Storm,21,68
2024-04-27,Mumbai,Storm,21,93
2024-04-27,Pune,Fog,23,88
2024-04-27,Delhi,Fog,26,94
2024-04-27,Jaipur,Rain,34,78
2024-04-27,Lucknow,Clear,31,85
2024-04-27,Patna,Storm,40,41
2024-04-27,Indore,Rain,22,43
2024-04-28,Bangalore,Clear,32,58
2024-04-28,Hyderabad,Rain,29,89
2024-04-28,Chennai,Clear,26,84
2024-04-28,Mumbai,Clear,20,57
2024-04-28,Pune,Storm,24,42
2024-04-28,Delhi,Rain,33,42
2024-04-28,Jaipur,Storm,22,44
2024-04-28,Lucknow,Storm,40,79
2024-04-28,Patna,Clear,27,81
2024-04-28,Indore,Storm,39,79
2024-04-29,Bangalore,Rain,37,62
2024-04-29,Hyderabad,Storm,27,63
2024-04-29,Chennai,Storm,24,42
2024-04-29,Mumbai,Storm,32,44
2024-04-29,Pune,Clear,21,66
2024-04-29,Delhi,Fog,38,76
2024-04-29,Jaipur,Clear,40,41
2024-04-29,Lucknow,Fog,38,67
2024-04-29,Patna,Clear,22,74
2024-04-29,Indore,Fog,34,70
2024-04-30,Bangalore,Storm,21,89
2024-04-30,Hyderabad,Rain,35,72
2024-04-30,Chennai,Storm,24,85
2024-04-30,Mumbai,Rain,26,76
2024-04-30,Pune,Storm,29,77
2024-04-30,Delhi,Storm,27,41
2024-04-30,Jaipur,Clear,32,71
2024-04-30,Lucknow,Fog,32,88
2024-04-30,Patna,Rain,30,60
2024-04-30,Indore,Clear,26,50
2024-05-01,Bangalore,Storm,20,44
2024-05-01,Hyderabad,Fog,26,64
2024-05-01,Chennai,Storm,28,48
2024-05-01,Mumbai,Fog,25,58
2024-05-01,Pune,Clear,34,74
2024-05-01,Delhi,Storm,25,77
2024-05-01,Jaipur,Clear,40,51
2024-05-01,Lucknow,Rain,27,90
2024-05-01,Patna,Rain,29,61
2024-05-01,Indore,Clear,22,40
2024-05-02,Bangalore,Clear,38,42
2024-05-02,Hyderabad,Fog,21,62
2024-05-02,Chennai,Rain,20,80
2024-05-02,Mumbai,Fog,36,56
2024-05-02,Pune,Rain,20,49
2024-05-02,Delhi,Clear,22,64
2024-05-02,Jaipur,Fog,34,54
2024-05-02,Lucknow,Rain,39,40
2024-05-02,Patna,Storm,30,69
2024-05-02,Indore,Storm,38,75
2024-05-03,Bangalore,Fog,30,94
2024-05-03,Hyderabad,Rain,22,50
2024-05-03,Chennai,Fog,29,50
2024-05-03,Mumbai,Fog,21,54
2024-05-03,Pune,Rain,33,82
2024-05-03,Delhi,Rain,20,84
2024-05-03,Jaipur,Rain,34,63
2024-05-03,Lucknow,Storm,36,51
2024-05-03,Patna,Clear,28,69
2024-05-03,Indore,Fog,20,84
2024-05-04,Bangalore,Rain,20,68
2024-05-04,Hyderabad,Clear,22,91
2024-05-04,Chennai,Storm,25,54
2024-05-04,Mumbai,Clear,25,52
2024-05-04,Pune,Fog,25,46
2024-05-04,Delhi,Rain,22,62
2024-05-04,Jaipur,Clear,36,76
2024-05-04,Lucknow,Fog,20,83
2024-05-04,Patna,Storm,38,46
2024-05-04,Indore,Fog,23,89
2024-05-05,Bangalore,Clear,36,67
2024-05-05,Hyderabad,Rain,37,63
2024-05-05,Chennai,Storm,37,75
2024-05-05,Mumbai,Clear,38,60
2024-05-05,Pune,Fog,35,50
2024-05-05,Delhi,Clear,32,75
2024-05-05,Jaipur,Clear,21,88
2024-05-05,Lucknow,Storm,27,70
2024-05-05,Patna,Rain,22,75
2024-05-05,Indore,Fog,39,49
2024-05-06,Bangalore,Fog,25,91
2024-05-06,Hyderabad,Storm,30,59
2024-05-06,Chennai,Clear,23,72
2024-05-06,Mumbai,Rain,25,86
2024-05-06,Pune,Fog,25,40
2024-05-06,Delhi,Clear,25,75
2024-05-06,Jaipur,Rain,39,58
2024-05-06,Lucknow,Rain,40,93
2024-05-06,Patna,Rain,24,82
2024-05-06,Indore,Rain,21,56
2024-05-07,Bangalore,Clear,28,57
2024-05-07,Hyderabad,Fog,28,81
2024-05-07,Chennai,Rain,24,87
2024-05-07,Mumbai,Clear,22,66
2024-05-07,Pune,Storm,38,78
2024-05-07,Delhi,Rain,20,83
2024-05-07,Jaipur,Rain,40,87
2024-05-07,Lucknow,Clear,24,42
2024-05-07,Patna,Rain,21,57
2024-05-07,Indore,Rain,27,94
2024-05-08,Bangalore,Rain,24,85
2024-05-08,Hyderabad,Fog,35,62
2024-05-08,Chennai,Rain,23,55
2024-05-08,Mumbai,Storm,26,42
2024-05-08,Pune,Rain,36,45
2024-05-08,Delhi,Fog,30,43
2024-05-08,Jaipur,Fog,28,65
2024-05-08,Lucknow,Rain,20,83
2024-05-08,Patna,Clear,31,85
2024-05-08,Indore,Rain,34,69
2024-05-09,Bangalore,Fog,31,65
2024-05-09,Hyderabad,Clear,39,74
2024-05-09,Chennai,Rain,24,89
2024-05-09,Mumbai,Clear,20,81
2024-05-09,Pune,Rain,39,45
2024-05-09,Delhi,Fog,22,70
2024-05-09,Jaipur,Storm,32,95
2024-05-09,Lucknow,Clear,25,77
2024-05-09,Patna,Rain,23,90
2024-05-09,Indore,Clear,28,55
2024-05-10,Bangalore,Storm,22,79
2024-05-10,Hyderabad,Fog,32,50
2024-05-10,Chennai,Rain,38,45
2024-05-10,Mumbai,Rain,23,66
2024-05-10,Pune,Fog,20,72
2024-05-10,Delhi,Clear,31,65
2024-05-10,Jaipur,Storm,33,93
2024-05-10,Lucknow,Fog,34,88
2024-05-10,Patna,Clear,32,54
2024-05-10,Indore,Fog,24,45
2024-05-11,Bangalore,Fog,31,63
2024-05-11,Hyderabad,Clear,29,77
2024-05-11,Chennai,Storm,28,59
2024-05-11,Mumbai,Clear,34,67
2024-05-11,Pune,Fog,26,83
2024-05-11,Delhi,Storm,39,89
2024-05-11,Jaipur,Rain,27,76
2024-05-11,Lucknow,Fog,31,40
2024-05-11,Patna,Storm,40,78
2024-05-11,Indore,Fog,25,69
2024-05-12,Bangalore,Rain,24,94
2024-05-12,Hyderabad,Rain,32,48
2024-05-12,Chennai,Fog,23,45
2024-05-12,Mumbai,Storm,24,56
2024-05-12,Pune,Rain,33,82
2024-05-12,Delhi,Rain,30,81
2024-05-12,Jaipur,Storm,28,83
2024-05-12,Lucknow,Rain,23,83
2024-05-12,Patna,Clear,37,87
2024-05-12,Indore,Fog,39,83
2024-05-13,Bangalore,Clear,39,66
2024-05-13,Hyderabad,Rain,40,55
2024-05-13,Chennai,Storm,22,82
2024-05-13,Mumbai,Fog,28,54
2024-05-13,Pune,Rain,37,61
2024-05-13,Delhi,Rain,24,86
2024-05-13,Jaipur,Storm,34,51
2024-05-13,Lucknow,Storm,21,63
2024-05-13,Patna,Rain,27,55
2024-05-13,Indore,Storm,26,92
2024-05-14,Bangalore,Clear,27,44
2024-05-14,Hyderabad,Clear,31,94
2024-05-14,Chennai,Fog,32,41
2024-05-14,Mumbai,Storm,28,63
2024-05-14,Pune,Fog,32,84
2024-05-14,Delhi,Storm,35,61
2024-05-14,Jaipur,Fog,32,77
2024-05-14,Lucknow,Storm,40,61
2024-05-14,Patna,Rain,31,55
2024-05-14,Indore,Fog,31,76
2024-05-15,Bangalore,Fog,28,65
2024-05-15,Hyderabad,Fog,39,89
2024-05-15,Chennai,Fog,22,67
2024-05-15,Mumbai,Rain,28,48
2024-05-15,Pune,Clear,25,61
2024-05-15,Delhi,Storm,31,41
2024-05-15,Jaipur,Clear,38,61
2024-05-15,Lucknow,Storm,36,45
2024-05-15,Patna,Storm,25,88
2024-05-15,Indore,Fog,39,49
2024-05-16,Bangalore,Storm,31,76
2024-05-16,Hyderabad,Fog,32,59
2024-05-16,Chennai,Fog,25,47
2024-05-16,Mumbai,Rain,20,69
2024-05-16,Pune,Storm,24,55
2024-05-16,Delhi,Storm,38,47
2024-05-16,Jaipur,Storm,25,64
2024-05-16,Lucknow,Clear,29,43
2024-05-16,Patna,Storm,40,74
2024-05-16,Indore,Rain,27,90
2024-05-17,Bangalore,Rain,33,92
2024-05-17,Hyderabad,Clear,29,89
2024-05-17,Chennai,Storm,29,53
2024-05-17,Mumbai,Clear,34,76
2024-05-17,Pune,Fog,27,82
